t,x,y,vy,ay,K,Pot,Mec
7100,-1.483,705,-72.67,185,0.02087,-1.032,-1.011
7133,-1.438,704,-54.99,301,0.01195,-1.675,-1.663
7167,-1.387,702,-57.06,-87.68,0.01288,0.4861,0.499
7200,-1.601,700,-59.18,-337,0.0141,1.864,1.878
7233,-1.939,698,-78.71,-333,0.02453,1.834,1.859
7267,-1.858,695,-86.37,-198,0.02953,1.087,1.117
7300,-1.658,692,-86.31,167,0.02958,-0.9109,-0.8813
7333,-1.446,689,-80.58,-531,0.02565,2.891,2.916
7367,-1.65,687,-110,-980,0.04934,5.316,5.366
7400,-2.564,682,-159,-2.805,0.101,0.0151,0.1161
7433,-2.421,676,-113,1293,0.05282,-6.904,-6.851
7467,-1.057,674,-58.31,870,0.01592,-4.633,-4.618
7500,-0.7474,672,-60.88,-157,0.01465,0.8326,0.8472
7533,-0.9513,670,-70.5,332,0.02,-1.759,-1.739
7567,-0.1009,668,-43.26,233,0.007395,-1.231,-1.224
7600,-1.007,667,-41.5,-286,0.007105,1.506,1.513
7633,-0.6839,665,-74.43,-869,0.02226,4.565,4.587
7667,-0.3539,662,-94.17,-403,0.03519,2.109,2.144
7700,-0.2584,658,-106,133,0.0447,-0.6915,-0.6468
7733,0.354,655,-84.35,453,0.02825,-2.343,-2.315
7767,0.1501,653,-70.76,-69.53,0.01978,0.3586,0.3784
7800,0.3458,650,-90.29,-101,0.03228,0.5212,0.5535
7833,0.4379,647,-84.56,318,0.02825,-1.626,-1.597
7867,0.2306,645,-60.99,455,0.01471,-2.32,-2.305
7900,0.2818,643,-56.96,-185,0.01282,0.9403,0.9532
7933,0.3295,641,-70.81,-612,0.01982,3.1,3.12
7967,0.1426,638,-101,48.75,0.04063,-0.2457,-0.2051
8000,-0.5441,634,-74.94,274,0.02257,-1.372,-1.349
8033,-0.5134,633,-64.81,-349,0.0166,1.746,1.763
8067,-0.4315,630,-110,-1618,0.04783,8.053,8.101
8100,-0.4534,626,-167,276,0.1103,-1.365,-1.255
8133,-0.5345,619,-115,1110,0.05387,-5.425,-5.371
8167,-1.958,618,-55.45,850,0.01319,-4.151,-4.138
8200,-1.617,615,-82.34,-563,0.02703,2.736,2.764
8233,-1.422,613,-84.4,-659,0.02821,3.188,3.216
8267,-1.34,609,-126,-169,0.06245,0.8147,0.8772
8300,-1.203,604,-110,543,0.04781,-2.592,-2.545
8333,-1.149,602,-70.45,980,0.02014,-4.663,-4.643
8367,-0.426,600,-56.6,216,0.01357,-1.022,-1.008
8400,-0.1335,598,-47.14,-377,0.008782,1.784,1.793
8433,-0.3442,596,-84.61,-860,0.02833,4.051,4.08
8467,-0.3797,593,-110,-362,0.04783,1.695,1.743
8500,-0.2842,589,-106,136,0.04521,-0.6328,-0.5876
8533,0.721,586,-99.96,13.33,0.0399,-0.06166,-0.02176
8567,0.4135,582,-104,183,0.04289,-0.8399,-0.797
8600,0.6399,579,-92.16,391,0.03382,-1.788,-1.754
8633,0.9665,576,-72.52,-121,0.02101,0.5504,0.5714
8667,1.159,574,-98.25,-407,0.03813,1.846,1.884
8700,1.006,570,-110,301,0.04788,-1.356,-1.308
8733,1.088,567,-72.77,-14.2,0.02093,0.06357,0.08451
8767,0.8704,565,-100,-1231,0.03966,5.491,5.531
8800,1.262,560,-169,-473,0.1128,2.093,2.205
8833,0.9018,554,-138,1379,0.07509,-6.031,-5.956
8867,0.8459,551,-62.95,1025,0.01567,-4.46,-4.445
8900,0.749,549,-66.15,-548,0.01732,2.378,2.395
8933,1.058,546,-108,-551,0.04634,2.378,2.425
8967,0.871,542,-106,459,0.04443,-1.965,-1.92
9000,0.8006,539,-72.69,514,0.02094,-2.188,-2.167
9033,1.144,537,-68.22,132,0.01854,-0.5614,-0.5429
9067,1.213,535,-70.54,-376,0.01967,1.588,1.608
9100,1.267,533,-85.74,-248,0.02952,1.042,1.071
9133,1.95,529,-97,-125,0.03719,0.5231,0.5603
9167,1.435,526,-86.66,-594,0.03198,2.467,2.499
9200,0.336,523,-133,-636,0.07107,2.627,2.698
9233,0.1952,517,-146,576,0.08375,-2.353,-2.269
9267,0.2947,513,-83.77,1287,0.02774,-5.22,-5.192
9300,0.3406,512,-55.11,470,0.01201,-1.902,-1.89
9333,0.3904,510,-57.43,-35.82,0.01306,0.1443,0.1573
9367,0.1462,508,-57.26,-230,0.013,0.9235,0.9366
9400,0.6369,506,-70.72,-874,0.01984,3.492,3.512
9433,-0.1722,503,-115,-681,0.05317,2.708,2.761
9467,-0.3398,498,-126,253,0.06249,-0.9941,-0.9316
9500,-0.248,495,-90.38,628,0.03229,-2.456,-2.424
9533,-0.1829,492,-81.39,-323,0.02647,1.255,1.281
9567,0.3345,489,-112,-1116,0.04996,4.313,4.363
9600,0.0123,485,-159,116,0.0996,-0.4436,-0.344
9633,0.4632,479,-117,629,0.05444,-2.379,-2.324
9667,0.95,477,-90.1,243,0.03277,-0.9164,-0.8836
9700,1.355,473,-121,-136,0.05818,0.5087,0.5669
9733,1.454,469,-94.79,131,0.03552,-0.4863,-0.4508
9767,1.519,466,-104,134,0.04245,-0.4928,-0.4504
9800,1.781,462,-101,-304,0.04072,1.111,1.151
9833,1.989,460,-106,-226,0.04428,0.8216,0.8659
9867,1.818,455,-132,7.381,0.06917,-0.02653,0.04264
9900,2.366,451,-101,608,0.0422,-2.166,-2.124
9933,3.317,448,-85.63,-139,0.02991,0.4928,0.5227
9967,3.397,445,-112,-289,0.04998,1.016,1.066
10000,3.365,441,-112,97.43,0.04996,-0.3392,-0.2893
10033,3.592,438,-96.82,344,0.03736,-1.188,-1.15
10067,3.974,434,-94.56,-97.43,0.03582,0.3343,0.3701
10100,4.345,431,-99.2,204,0.0389,-0.6949,-0.656
10133,4.147,428,-88.29,639,0.03081,-2.161,-2.13
10167,4.204,425,-50.82,-18.9,0.01024,0.06351,0.07375
10200,3.941,424,-81.74,-997,0.02647,3.342,3.368
10233,3.905,420,-132,-719,0.06932,2.384,2.453
10267,4.611,415,-126,201,0.06243,-0.6612,-0.5988
10300,3.976,412,-115,336,0.05317,-1.093,-1.04
10333,3.634,408,-106,81.49,0.04456,-0.2625,-0.218
10367,3.572,405,-106,-34.35,0.04428,0.1098,0.154
10400,3.671,401,-112,-18.9,0.04996,0.05982,0.1098
10433,3.767,397,-106,-40.25,0.04428,0.1263,0.1705
10467,3.708,394,-113,54.23,0.05013,-0.1686,-0.1185
10500,3.521,390,-108,471,0.04643,-1.451,-1.404
10533,3.308,386,-77.39,701,0.02384,-2.141,-2.117
10567,3.067,384,-59.64,246,0.01408,-0.746,-0.7319
10600,3.117,382,-61.9,-909,0.01523,2.748,2.763
10633,2.734,380,-115,-1169,0.05263,3.511,3.563
10667,2.434,375,-154,-558,0.09412,1.652,1.746
10700,3.002,370,-143,475,0.08185,-1.389,-1.308
10733,3.565,365,-125,-25.29,0.06258,0.07299,0.1356
10767,3.661,362,-137,35.82,0.07391,-0.1023,-0.02842
10800,3.508,356,-137,228,0.07384,-0.6408,-0.567
10833,3.898,353,-110,755,0.04804,-2.103,-2.055
10867,3.847,349,-92.7,603,0.03396,-1.661,-1.627
10900,3.765,346,-66.19,-528,0.01731,1.444,1.461
10933,3.814,344,-119,-1023,0.05601,2.784,2.84
10967,3.971,338,-157,-361,0.09714,0.965,1.062
11000,3.498,334,-128,721,0.06493,-1.902,-1.837
11033,3.606,330,-112,664,0.04998,-1.73,-1.68
11067,3.84,326,-83.83,414,0.02776,-1.068,-1.041
11100,3.604,324,-79.48,-685,0.02497,1.755,1.78
11133,3.684,321,-130,-318,0.06735,0.8063,0.8737
11167,3.095,316,-117,287,0.05398,-0.7152,-0.6612
11200,3.74,313,-88.01,569,0.03091,-1.41,-1.379
11233,3.689,310,-94.85,-1262,0.03554,3.087,3.122
11267,3.758,307,-154,-1171,0.09535,2.84,2.935
11300,5.133,299,-200,-60.62,0.1594,0.1434,0.3028
11333,4.694,294,-143,1259,0.08123,-2.921,-2.84
11367,5.087,290,-112,701,0.04996,-1.606,-1.556
11400,4.889,286,-102,338,0.04072,-0.7646,-0.7239
11433,4.97,283,-88.24,304,0.03075,-0.6795,-0.6488
11467,4.895,280,-81.62,206,0.02632,-0.457,-0.4307
11500,4.964,278,-75.07,-1094,0.02228,2.4,2.422
11533,4.732,275,-143,-1714,0.08116,3.727,3.808
11567,5.213,268,-211,-566,0.1777,1.199,1.376
11600,5.981,261,-174,845,0.12,-1.745,-1.625
11633,5.809,257,-146,341,0.08375,-0.6913,-0.6075
11667,5.939,252,-156,285,0.09714,-0.5671,-0.47
11700,6.669,246,-132,1206,0.06923,-2.345,-2.276
11733,6.463,243,-70.66,1098,0.01975,-2.105,-2.086
11767,6.497,241,-52.62,232,0.01154,-0.4427,-0.4312
11800,7.29,239,-63.58,-326,0.01685,0.6163,0.6332
11833,7.49,237,-70.66,-213,0.01975,0.3983,0.418
11867,7.118,235,-80.51,-495,0.03258,0.9174,0.95
11900,4.689,232,-99.95,-535,0.04214,0.9791,1.021
11933,5.38,228,-121,-388,0.05841,0.6983,0.7567
11967,5.487,224,-124,141,0.06093,-0.2498,-0.1888
12000,4.712,220,-113,357,0.05152,-0.6185,-0.567
12033,4.36,216,-97.4,645,0.03813,-1.101,-1.063
12067,3.852,213,-73.15,67.02,0.02186,-0.1128,-0.09097
12100,3.457,211,-83.54,-331,0.02804,0.553,0.5811
12133,4.585,208,-108,-548,0.04706,0.8992,0.9462
12167,4.673,204,-112,-971,0.04996,1.565,1.615
12200,4.781,200,-170,-589,0.1139,0.9303,1.044
12233,4.968,193,-170,849,0.1141,-1.293,-1.179
12267,4.634,189,-97.17,606,0.03736,-0.9036,-0.8662
12300,4.696,186,-121,-394,0.05811,0.5798,0.6379
12333,4.845,181,-145,-414,0.08367,0.5904,0.674
12367,4.948,177,-132,-34.84,0.06923,0.04862,0.1178
12400,5.369,172,-154,-827,0.09443,1.123,1.218
12433,5.804,166,-185,-74.6,0.1362,0.09805,0.2343
12467,6.572,159,-169,772,0.1146,-0.9724,-0.8578
12500,6.981,155,-121,1331,0.05818,-1.63,-1.572
12533,7.076,151,-86.32,-23.82,0.02991,0.02849,0.0584
12567,6.248,149,-111,-870,0.04871,1.027,1.075
12600,6.386,144,-161,-88.57,0.1027,0.1008,0.2035
12633,5.94,139,-117,1156,0.05403,-1.265,-1.211
12667,6.295,136,-70.43,267,0.01975,-0.2879,-0.2682
12700,6.356,134,-101,-1323,0.04065,1.399,1.44
12733,6.471,129,-163,-830,0.1053,0.8495,0.9547
12767,6.933,123,-165,-286,0.1081,0.2783,0.3865
12800,7.052,118,-165,-57.67,0.1081,0.05397,0.1621
12833,6.926,112,-183,134,0.1323,-0.1188,0.01356
12867,7.37,106,-152,778,0.09153,-0.6529,-0.5614
12900,7.484,102,-128,601,0.06469,-0.4834,-0.4187
12933,7.885,97.76,-115,-641,0.05196,0.495,0.547
12967,7.536,94.22,-161,-772,0.1024,0.5748,0.6772
13000,8.312,87.03,-187,-54.23,0.1393,0.03728,0.1765
13033,8.597,81.74,-150,525,0.0889,-0.3391,-0.2502
13067,8.866,77.05,-152,-243,0.09147,0.148,0.2395
13100,9.008,71.61,-170,-434,0.1142,0.2453,0.3595
13133,9.749,65.74,-181,35.82,0.1295,-0.01861,0.1109
13167,9.909,59.57,-170,469,0.1139,-0.2209,-0.107
13200,10.04,54.43,-145,532,0.08369,-0.2286,-0.1449
13233,10.31,49.88,-134,-166,0.07165,0.06526,0.1369
13267,10.72,45.48,-154,228,0.09481,-0.08181,0.013
13300,11.46,39.61,-132,261,0.06963,-0.0817,-0.01207
13333,11.68,36.68,-117,394,0.05398,-0.1143,-0.06028
13367,11.81,31.83,-123,227,0.06032,-0.05701,0.003304
13400,12.19,28.45,-92.47,715,0.03396,-0.1607,-0.1268
13433,12.26,25.66,-77.27,129,0.02361,-0.02622,-0.002609
13467,12.03,23.3,-81.68,57.67,0.02637,-0.01062,0.01576
13500,12.11,20.22,-79.36,-602,0.02489,0.0961,0.121
13533,12.17,18.01,-110,-683,0.04804,0.09714,0.1452
13567,12.45,12.87,-141,-991,0.07876,0.1008,0.1796
13600,12.12,8.599,-161,468,0.1043,-0.03182,0.07246
13633,11.26,2.106,-131,,0.06809,,
13667,11.17,-0.1027,,,,,
