t,x,y,vy,ay,K,Pot,Mec
1466667,-4672.451,973086.9,-20755.7,675779.2,1.712905,-5194.976,-5193.263
1500000,-4662.207,972534.4,20717.28,-34198.21,1.695945,262.7456,264.4416
1533333,-4698.062,974468,-4105.04,-606065.7,0.08479727,4665.674,4665.759
1566667,-4518.97,972260.7,-45693.26,-427830.5,8.361011,3286.106,3294.467
1600000,-5056.064,971421.8,-18799.22,551146.3,1.645067,-4229.625,-4227.98
1633333,-5048.381,971007.5,-10358.64,20391.92,0.4239864,-156.4256,-156.0016
1666667,-5043.259,970731.2,-16573.82,-70372.11,1.085405,539.668,540.7534
1700000,-5027.892,969902.5,-18607.14,-18745.51,1.390675,143.6324,145.0231
1733333,-4882.094,969490.7,-14540.51,-158831.2,0.8479727,1216.484,1217.332
1766667,-5148.08,968933.2,-28965.78,-358775.5,3.341012,2746.273,2749.614
1800000,-4708.123,967559.7,-41588.22,284122.7,7.055133,-2171.755,-2164.7
1833333,-5649.319,966160.6,-12584.03,461040.8,0.8818916,-3518.972,-3518.09
1866667,-5245.218,966720.8,0,-30905.4,0,236.0274,236.0274
1900000,-5649.319,966160.6,-22789.01,-766214,2.052094,5848.258,5850.31
1933333,-5217.046,965201.5,-47688.16,-481762,8.988511,3673.48,3682.468
1966667,-5728.53,962981.4,-60349.02,89776.19,15.09391,-682.9771,-667.8832
2000000,-6109.581,961178.2,-39324.42,270645.7,6.139322,-2055.096,-2048.957
2033333,-5541.754,960359.8,-37175.86,178564.5,5.647498,-1354.741,-1349.093
2066667,-5649.136,958699.8,-35219.38,85495.53,4.901282,-647.5199,-642.6187
2100000,-5498.216,958011.8,-24899.15,142390.6,2.459121,-1077.654,-1075.195
2133333,-5756.518,957039.9,-29042.61,-356141.2,3.341012,2692.647,2695.988
2166667,-5600.476,956075.6,-45616.43,-104241,8.225335,787.3323,795.5577
2200000,-5838.29,953998.8,-43467.87,50309.47,7.496079,-379.1619,-371.6658
2233333,-5408.578,953177.8,-33262.9,106216.7,4.494255,-799.8231,-795.3288
2266667,-6211.658,951781.3,-41588.22,-69054.99,7.055133,519.2294,526.2846
2300000,-5909.817,950405.2,-37137.44,288732.6,5.766214,-2167.863,-2162.097
2333333,-5613.098,949305.4,-22673.76,333773.6,2.204729,-2503.14,-2500.935
2366667,-5467.3,948893.7,-12507.2,140085.7,0.6783782,-1050.119,-1049.44
2400000,-5873.962,948471.6,-14578.93,-161136.1,0.8988511,1207.381,1208.28
2433333,-5725.603,947921.7,-22865.84,-194017.2,2.119932,1452.914,1455.034
2466667,-6122.021,946947.2,-29081.02,-71689.24,3.391891,536.2988,539.6907
2500000,-5965.978,945983,-26970.88,-158831.2,2.883107,1186.988,1189.871
2533333,-6226.842,945149.2,-37367.94,-320296.6,5.562701,2391.552,2397.114
2566667,-6196.109,943491.8,-51831.62,-227886.2,10.61662,1698.569,1709.186
2600000,-6300.93,941693.7,-51716.37,-53931.57,10.6675,401.2175,411.885
2633333,-5855.852,940044,-53864.93,105228.9,11.46459,-781.4663,-770.0017
2666667,-6234.342,938102.7,-47764.99,18086.95,9.124186,-134.0426,-124.9184
2700000,-6211.292,936859.7,-47572.91,197968.6,9.039389,-1465.204,-1456.164
2733333,-5899.207,934931.2,-41357.73,248607.4,6.851619,-1836.203,-1829.352
2766667,-5883.841,934102.5,-24822.32,281817.7,2.459121,-2079.649,-2077.189
2800000,-5730.359,933276.4,-24899.15,71359.96,2.459121,-526.1286,-523.6695
2833333,-5991.223,932442.6,-20717.28,-210457.8,1.695945,1550.294,1551.99
2866667,-5704.748,931895.2,-35027.3,-392642,5.325269,2890.62,2895.945
2900000,-5257.109,930107.4,-52924.97,-270817.7,11.38291,1989.928,2001.31
2933333,-5105.87,928366.9,-50470.26,208206,10.09086,-1527.003,-1516.913
2966667,-5075.753,926742.7,-39907,29566.38,6.299245,-216.4634,-210.1641
3000000,-5204.239,925706.4,-44336.54,1760.085,7.772299,-12.87164,-5.099346
3033333,-5168.646,923787,-46428.11,-211637.7,8.62512,1544.514,1553.139
3066667,-4851.44,922611.2,-51104.07,-436626.8,10.56335,3182.411,3192.974
3100000,-5696.281,920380,-79813.99,193357.9,25.19698,-1405.906,-1380.709
3133333,-5048.178,917290.3,-46263.84,818414.4,9.245354,-5930.717,-5921.471
3166667,-4752.875,917295.8,-8859.095,491466.1,0.3101167,-3561.476,-3561.166
3200000,-5037.227,916699.7,-22106.67,-230973.5,1.957612,1672.693,1674.651
3233333,-4577.845,915822,-24444.65,-132182.4,2.422787,956.3388,958.7616
3266667,-5302.413,915070.1,-28874.2,-18983.78,3.353137,137.2347,140.5879
3300000,-4837.555,913897.1,-28709.92,-92102.74,3.353137,664.9621,668.3153
3333333,-4971.517,913156.1,-31006.83,-419051.1,3.798929,3023.007,3026.806
3366667,-4799.224,911829.9,-57543.05,-188781.7,13.12181,1359.881,1373.003
3400000,-4752.68,909319.9,-50898.73,-97383,10.27262,699.5631,709.8357
3433333,-4588.601,908436.7,-51021.93,246085,10.33076,-1766.066,-1755.735
3466667,-4985.011,905918.4,-48807.16,229213.4,9.458559,-1640.424,-1630.965
3500000,-4823.67,905182.9,-24280.37,438738.9,2.422787,-3137.398,-3134.975
3533333,-4659.591,904299.7,-24321.44,-171910,2.36464,1228.12,1230.484
3566667,-4645.901,903561.4,-33221.61,-250309.2,4.361016,1786.741,1791.102
3600000,-4618.522,902084.9,-44459.75,73118.96,8.063034,-521.0802,-513.0171
3633333,-5181.749,900597.5,-29038.47,95565.35,3.97337,-679.9207,-675.9474
3666667,-5468.839,900149,-31092.33,231296.7,3.84121,-1644.792,-1640.951
3700000,-5341.269,898524.6,-24365.87,145034.7,2.359561,-1029.506,-1027.147
3733333,-5341.269,898524.6,-10449.04,-243845.6,0.5494139,1730.9,1731.449
3766667,-4976.67,897828,-43814.71,-347097.2,7.826096,2461.905,2469.732
3800000,-4818.196,895603.7,-42154.69,179964.5,7.044707,-1273.297,-1266.253
3833333,-4807.331,895017.7,-21028.45,391739.1,1.806961,-2769.846,-2768.039
3866667,-4557.746,894201.8,-21028.45,-60267.55,1.806961,425.7417,427.5486
3900000,-4546.881,893615.8,-22818.85,-317242.8,2.075564,2239.596,2241.672
3933333,-4412.31,892680.5,-42154.69,-543246.1,7.044707,3831.067,3838.112
3966667,-4377.542,890805.5,-61555.72,-438895.5,14.96848,3088.667,3103.635
4000000,-4453.442,888576.8,-70409.93,-119696.9,19.6446,840.2435,859.8881
4033333,-4642.183,886111.5,-70312.15,92077.65,19.53472,-644.5694,-625.0347
4066667,-4366.522,883889.3,-63215.74,149551.3,15.87196,-1044.276,-1028.404
4100000,-4329.581,881897.1,-59863.11,59429.4,14.22372,-414.0439,-399.8201
4133333,-4644.201,879898.4,-59797.92,2514.474,14.12604,-17.47861,-3.352565
4166667,-4372.886,877910.6,-59634.94,63061.41,14.30918,-437.362,-423.0529
4200000,-4101.571,875922.8,-56119.34,119417.6,12.69757,-826.3445,-813.6469
4233333,-3834.602,874169.3,-50911.12,-17301.98,10.31677,119.4864,129.8031
4266667,-3804.18,872528.7,-56282.31,240790.8,12.51443,-1659.766,-1647.251
4300000,-3882.253,870417.2,-40396.89,347935.4,6.470875,-2392.506,-2386.036
4333333,-3637.014,869835.6,-24511.47,-120814.5,2.502886,830.2011,832.704
4366667,-3500.27,868783.1,-50976.31,-469867.4,10.26794,3224.881,3235.149
4400000,-3573.997,866437.2,-61620.91,-407644.1,15.06615,2790.264,2805.331
4433333,-3775.776,864675,-70377.34,121093.9,19.58355,-827.1841,-807.6006
4466667,-3721.451,861745.3,-63313.53,330633.4,15.83533,-2250.882,-2235.047
4500000,-3814.734,860454.1,-38802.06,152904,6.104599,-1039.378,-1033.274
4533333,-4142.392,859158.5,-54426.72,-223768.2,11.78188,1518.794,1530.576
4566667,-3512.998,856825.7,-59634.94,177450,14.30918,-1201.146,-1186.836
4600000,-3599.762,855182.9,-38899.85,507524.6,6.507502,-3428.808,-3422.301
4633333,-4285.5,854232.3,-24837.42,183875.9,2.991253,-1240.875,-1237.883
4666667,-4389.649,853527,-26334.46,-158751.1,2.759279,1070.437,1073.196
4700000,-4135.718,852476.7,-36685.71,-74496.28,5.982507,501.7001,507.6826
4733333,-3523.707,851081.3,-33267.89,-50229.61,4.602868,337.7209,342.3238
4766667,-3625.683,850258.8,-35319.05,-333986,5.188909,2243.399,2248.588
4800000,-4066.182,848726.7,-58072.71,-529017.4,13.34465,3547.031,3560.375
4833333,-3788.348,846387.3,-72232.93,-457853.8,20.82889,3061.421,3082.25
4866667,-4563.023,843911.2,-85806.43,19537.06,30.5352,-130.2516,-99.71642
4900000,-2510.002,840666.9,-76854.44,567792.2,26.38408,-3770.86,-3744.476
4933333,-2709.608,838787.6,-42448.05,194173.3,7.813887,-1286.674,-1278.86
4966667,-3395.345,837837,-58561.64,-224606.4,16.82427,1486.65,1503.474
5000000,-4630.076,834883.5,-70572.91,-53003.52,20.31611,349.5889,369.905
5033333,-4245.92,833132.2,-52636.32,9219.738,11.09816,-60.68196,-49.5838
5066667,-4213.325,831374.4,-70083.98,-148154.4,20.13297,973.0571,993.19
5100000,-3338.692,828459.9,-69953.6,118020.6,21.01203,-772.4254,-751.4133
5133333,-2837.349,826710.8,-54459.32,99042.34,11.74525,-646.847,-635.1018
5166667,-3154.142,824829.3,-65169.12,-648435,16.90974,4225.3,4242.21
5200000,-3225.696,822366.2,-96646.61,-105188.8,36.94503,683.3795,720.3246
5233333,-2917.44,818386.2,-82681.96,249990.6,27.01895,-1616.252,-1589.233
5266667,-3357.938,816854.1,-63704.67,299940.8,17.88647,-1935.562,-1917.676
5300000,-4362.641,814139.2,-74055.92,-384195.7,22.13528,2471.031,2493.166
5333333,-4086.981,811917,-82421.2,171882.3,27.40965,-1102.478,-1075.068
5366667,-3557.389,808644.5,-71906.97,345141.5,20.82889,-2204.864,-2184.036
5400000,-3411.953,807123.2,-49153.31,206466.3,9.620848,-1316.485,-1306.864
5433333,-3262.171,805367.6,-61620.91,-258651.6,15.06615,1645.646,1660.712
5466667,-3687.459,803015.1,-68717.32,166015.2,18.87542,-1053.17,-1034.295
5500000,-3763.358,800786.4,-51008.9,348494.1,10.28014,-2204.648,-2194.368
5533333,-3741.628,799614.5,-40462.08,106306.4,6.470875,-671.5326,-665.0617
5566667,-3830.566,798088.9,-47460.7,106585.8,8.900505,-672.0129,-663.1124
5600000,-3682.957,796450.5,-35090.88,30692.55,4.932516,-193.1163,-188.1837
5633333,-3552.732,795749.5,-38639.09,-484096.1,5.921461,3043.232,3049.154
5666667,-3517.964,793874.6,-72135.14,-920756.5,20.5725,5774.625,5795.197
5700000,-3698.013,790940.5,-100292.6,-75055.06,39.77757,468.9763,508.7539
5733333,-3745.664,787188.4,-82649.37,527620.5,26.98233,-3281.16,-3254.178
5766667,-3713.069,785430.6,-54557.1,407364.8,11.78188,-2527.658,-2515.876
5800000,-3912.675,783551.2,-59797.92,-543246.1,14.12604,3362.723,3376.849
5833333,-3756.374,781444.1,-87955.37,-479905.3,30.57183,2962.651,2993.223
5866667,-4038.399,777687.6,-100162.2,-13111.19,39.67989,80.55161,120.2315
5900000,-3515.326,774766.6,-82453.8,740233.2,27.27535,-4530.713,-4503.438
5933333,-3350.333,772190.6,-54394.13,315007.7,11.84292,-1921.644,-1909.801
5966667,-3096.402,771140.3,-52636.32,239673.3,11.09816,-1460.092,-1448.993
6000000,-2933.582,768681.5,-50976.31,-47435.75,10.26794,288.0576,298.3255
6033333,-3033.385,767741.9,-44010.28,-167412.1,7.679585,1015.381,1023.061
6066667,-3113.631,765747.5,-68652.13,-615786.7,18.68007,3725.144,3743.824
6100000,-3300.199,763165.1,-84341.98,-360208.4,28.1422,2171.698,2199.84
6133333,-2892.14,760124.7,-93098.4,-344303.3,34.34447,2067.537,2101.881
6166667,-2950.656,756958.5,-105370.4,208980.7,44.06299,-1249.699,-1205.636
6200000,-2410.199,753100,-86099.78,823370.5,29.32649,-4898.635,-4869.308
6233333,-2726.992,751218.5,-42513.24,269527.7,8.253418,-1599.546,-1591.293
6266667,-3529.916,750265.8,-63411.31,-236600,16.01847,1402.352,1418.371
6300000,-3117.511,746991.1,-73729.97,122490.8,21.64691,-722.8464,-701.1995
6333333,-3087.089,745350.5,-44010.28,193075.7,7.679585,-1136.882,-1129.202
6366667,-3297.56,744057.1,-59863.11,-359090.8,14.22372,2110.754,2124.978
6400000,-3364.768,741359.6,-75487.77,-467911.7,22.68469,2740.438,2763.122
6433333,-2852.56,739024.6,-84439.77,-154580.3,28.17883,902.4852,930.664
6466667,-3494.837,735730.3,-91699.15,241349.6,34.00262,-1402.789,-1368.786
6500000,-3794.246,732911.3,-66796.54,458711.9,17.63008,-2655.942,-2638.312
6533333,-3412.263,731277.2,-56054.15,184155.3,12.94175,-1063.882,-1050.94
6566667,-3021.589,729174.3,-59569.75,-32927.64,14.55336,189.6789,204.2323
6600000,-2635.26,727305.9,-56217.12,-32648.25,12.51443,187.5876,200.102
6633333,-2834.866,725426.5,-61555.72,-380863,14.96848,2182.676,2197.645
6666667,-2676.392,723202.2,-81021.94,-631412.4,26.13989,3607.447,3633.586
6700000,-3320.842,720025.1,-105533.4,1117.544,44.00195,-6.356812,37.64514
6733333,-2780.385,716166.6,-86067.19,437498.5,29.36312,-2475.243,-2445.879
6766667,-2979.991,714287.3,-65169.12,344303.3,16.90974,-1942.859,-1925.949
6800000,-3168.732,711822,-70377.34,-148433.8,19.58355,834.7017,854.2852
6833333,-3127.445,709595.4,-72037.35,-467352.9,20.53587,2619.889,2640.425
6866667,-2962.452,707019.5,-100260,-406806,39.71652,2272.196,2311.913
6900000,-3237.958,702911.4,-107258.6,104630.1,45.44263,-581.0108,-535.5681
6933333,-2947.086,699868.9,-86164.97,528179.3,29.32649,-2920.284,-2890.958
6966667,-3248.667,697167.1,-73892.94,151227.7,21.58586,-832.9045,-811.3186
7000000,-3090.193,694942.7,-73762.56,62502.64,21.58586,-343.1425,-321.5566
7033333,-2923.027,692249.6,-73762.56,60267.55,21.58586,-329.5895,-308.0036
7066667,-2764.554,690025.2,-66731.35,28457.46,17.67892,-155.1273,-137.4484
7100000,-2606.08,687800.8,-72102.54,-287109,20.53587,1560.043,1580.579
7133333,-2792.647,685218.4,-86164.97,-196148.9,29.32649,1061.798,1091.125
7166667,-2616.789,682056.5,-87890.18,150668.9,30.52299,-811.8411,-781.3181
7200000,-2683.997,679359,-73892.94,59150.01,21.58586,-317.4543,-295.8685
7233333,-2759.897,677130.3,-80924.16,212054,25.8835,-1134.347,-1108.463
7266667,-2818.413,673964.1,-68554.34,196987.1,18.57019,-1048.822,-1030.251
7300000,-2675.15,672560,-56217.12,-32648.25,12.51443,173.4675,185.9819
7333333,-2631.69,670216.3,-77506.34,-330633.4,23.94224,1750.607,1774.55
7366667,-3165.472,667392.9,-79101.16,-46318.21,24.72363,244.2083,268.9319
7400000,-2533.905,664942.9,-77408.55,330354,23.68584,-1735.366,-1711.68
7433333,-3304.234,662232.4,-61783.89,-196987.1,15.73766,1030.565,1046.302
7466667,-3395.345,660824,-79133.76,-552725.3,24.73583,2885.508,2910.243
7500000,-3323.636,656956.8,-112466.8,-211215.8,50.02108,1096.201,1146.222
7533333,-3139.086,653326.2,-89680.58,374157.7,31.76833,-1931.132,-1899.363
7566667,-3330,650978.1,-81021.94,213450.9,26.13989,-1097.72,-1071.58
7600000,-3625.062,647924.7,-82518.99,137557.7,27.08,-704.1035,-677.0235
7633333,-2876.308,645476.8,-68456.56,-286550.3,18.68007,1461.196,1479.876
7666667,-3188.755,643360.9,-96744.39,-680245.1,36.98166,3457.38,3494.362
7700000,-2991.167,639027.2,-124771.5,256975.3,61.55877,-1297.292,-1235.733
7733333,-2917.285,635042.8,-79133.76,677171.8,24.73583,-3397.262,-3372.526
7766667,-3010.568,633751.6,-65071.33,320036.7,16.7266,-1602.308,-1585.581
7800000,-2954.07,630704.7,-73632.18,-59708.78,21.97656,297.503,319.4796
7833333,-2216.181,628842.8,-59667.54,117461.9,14.22372,-583.5339,-569.3101
7866667,-2528.628,626726.9,-68684.72,-441968.7,18.76554,2188.25,2207.016
7900000,-2600.181,624263.8,-88053.16,-841790.1,30.82822,4151.443,4182.271
7933333,-3005.912,620856.7,-124869.2,-165735.8,61.5954,812.8955,874.4909
7966667,-2680.272,615939.2,-109049,31810.09,46.98099,-154.7854,-107.8044
8000000,-3105.56,613586.8,-103775.6,440851.2,42.54905,-2136.953,-2094.404
8033333,-2786.439,609020.8,-99934.05,-103233.1,40.44907,496.6819,537.131
8066667,-2044.203,606924.5,-91275.41,295750,33.20902,-1418.034,-1384.825
8100000,-2204.695,602935.8,-96874.77,44641.89,37.37235,-212.6379,-175.2656
8133333,-2627.81,600466.2,-77278.17,301337.8,23.68584,-1429.451,-1405.765
8166667,-1874.709,597783.9,-80891.56,-121932,25.84687,575.8232,601.6701
8200000,-2645.038,595073.4,-84602.74,60546.94,28.72824,-284.636,-255.9078
8233333,-2590.713,592143.7,-79003.38,229635.3,24.83351,-1074.219,-1049.386
8266667,-2195.693,589806.5,-66763.94,-241349.6,17.64229,1124.562,1142.204
8300000,-2390.952,587692.8,-91405.79,-1023990,33.01367,4754.152,4787.165
8333333,-2082.696,583712.8,-140493.9,299102.7,78.33421,-1379.261,-1300.927
8366667,-1748.364,578326.5,-84504.96,662384.3,28.32534,-3026.288,-2997.963
8400000,-2447.14,578079.1,-63313.53,153742.1,15.83533,-702.1134,-686.2781
8433333,-1787.323,574105.6,-103482.3,-797706.9,43.09847,3617.948,3661.046
8466667,-1498.624,571180.3,-101985.2,299382.1,41.08395,-1350.909,-1309.825
8500000,-1778.476,567306.6,-93131,374716.5,34.30785,-1679.375,-1645.068
8533333,-1266.268,564971.6,-68586.94,253063.9,18.5824,-1129.494,-1110.911
8566667,-1810.916,562734.2,-77636.72,-245261,24.62595,1090.332,1114.958
8600000,-2225.339,559795.8,-88150.94,-55797.38,31.30438,246.7576,278.062
8633333,-2639.761,556857.4,-80891.56,216244.8,25.84687,-951.2983,-925.4515
8666667,-2242.567,554403,-71906.97,13111.19,20.82889,-57.42416,-36.59527
8700000,-1964.733,552063.6,-79264.14,-532649.4,25.02886,2323.045,2348.074
8733333,-2730.717,549118.8,-107519.4,-944464.4,46.41937,4097.123,4143.542
8766667,-2886.862,544895.7,-143944.3,574776.9,82.53418,-2474.228,-2391.694
8800000,-1849.409,539522.5,-82616.77,463720.9,26.97012,-1976.484,-1949.514
8833333,-2784.731,539387.9,-77604.12,56356.15,24.4184,-240.1428,-215.7244
8866667,-2691.292,534348.9,-116112.8,-509201,53.29315,2149.519,2202.812
8900000,-2992.874,531647,-89778.37,377789.8,31.95147,-1586.721,-1554.77
8933333,-3049.217,528363.6,-98437,272880.3,38.28804,-1139.022,-1100.734
8966667,-2871.186,525084.6,-73827.75,-211495.2,21.53702,877.3177,898.8547
9000000,-2957.951,523441.8,-98502.19,-241070.2,38.33688,996.8712,1035.208
9033333,-2983.872,518517.8,-112499.4,-88725.01,50.00887,363.4434,413.4523
9066667,-2818.879,515941.8,-86067.19,347656,29.36312,-1417.025,-1387.662
9100000,-2643.021,512779.9,-96614.01,-286829.7,36.98166,1161.936,1198.918
9133333,-2464.99,509500.9,-103677.8,-228517.8,42.51243,919.7972,962.3096
9166667,-2397.627,505868.1,-112597.2,-693915,50.11876,2773.133,2823.252
9200000,-2677.478,501994.4,-145962.9,-166853.3,84.158,661.6995,745.8575
9233333,-2451.641,496137.2,-137206.5,482419.8,74.39064,-1890.837,-1816.446
9266667,-2859.545,492847.3,-98567.38,934147.1,38.48339,-3637.096,-3598.612
9300000,-2798.701,489566.1,-82649.37,257534,26.98233,-996.0314,-969.0491
9333333,-2874.601,487337.3,-75650.75,-165735.8,22.62364,638.0769,660.7006
9366667,-2939.635,484522.7,-96711.8,-555519.2,36.94503,2126.377,2163.322
9400000,-2872.272,480889.9,-114192,134484.5,51.6327,-510.9105,-459.2778
9433333,-2564.016,476909.9,-91470.98,537937.8,33.06251,-2026.728,-1993.666
9466667,-2993.65,474791.8,-68847.7,134763.8,19.55913,-505.4797,-485.9205
9500000,-3533.952,472320,-86262.76,-822532.4,29.50963,3069.138,3098.648
9533333,-3355.921,469041,-122883.3,-361884.7,60.1303,1340.936,1401.066
9566667,-2795.907,464127.8,-119628.4,57194.31,56.56521,-209.7092,-153.144
9600000,-3559.717,461065.7,-105663.8,-59708.78,44.39264,217.4844,261.8771
9633333,-3368.648,457083.6,-130012.3,-361046.6,66.9064,1303.725,1370.631
9666667,-3164.541,452398.3,-131998.2,404850.3,68.98197,-1446.913,-1377.931
9700000,-3791.608,448283.7,-102115.6,905969,41.37697,-3208.436,-3167.059
9733333,-3624.442,445590.6,-68489.15,198104.6,18.61903,-697.3611,-678.7421
9766667,-3472.487,443717.7,-84407.17,-936102.8,28.1422,3281.387,3309.529
9800000,-3637.324,439963.4,-137206.5,-300499.6,74.39064,1044.45,1118.84
9833333,-3654.553,434570.6,-114224.6,-311096.3,51.59607,1068.027,1119.623
9866667,-3378.892,432348.4,-131574.5,45759.44,69.45813,-156.2938,-86.83564
9900000,-2554.083,425799,-144009.5,-160168,82.28999,538.7751,621.0651
9933333,-2731.958,422747.8,-114681,583417.9,53.64721,-1948.445,-1894.798
9966667,-3936.267,418153.6,-121549.2,291299.8,58.90938,-962.2838,-903.3744
10000000,-3519.517,414644.5,-89550.2,411555.6,31.86601,-1348.129,-1316.263
10033330,-3473.884,412183.6,-89680.58,-109100.2,31.76833,355.2577,387.026
10066670,-3525.88,408665.8,-103840.8,-164059.5,42.69556,529.6594,572.3549
10100000,-3814.424,405260.9,-98404.41,152065.8,38.30025,-486.848,-448.5477
10133330,-3287.005,402105.5,-93098.4,75334.44,34.34447,-239.3099,-204.9654
10166670,-3464.881,399054.3,-93228.78,-227120.9,34.34447,716.0052,750.3496
10200000,-3406.21,395890.3,-107193.4,48273.91,45.44263,-150.9783,-105.5356
10233330,-3215.141,391908.1,-96548.82,-107703.3,37.12817,333.4574,370.5856
10266670,-2817.947,389453.7,-102017.8,88166.24,41.12058,-271.2597,-230.1391
10300000,-3323.481,385106.9,-105598.6,-91518.87,44.14846,278.4319,322.5804
10333330,-3156.315,382413.8,-94953.99,-86210.54,35.61423,260.448,296.0622
10366670,-3323.326,378776.6,-117707.7,-375554.7,54.85593,1123.786,1178.641
10400000,-2776.35,374566.6,-121158.1,-42406.81,58.32334,125.485,183.8083
10433330,-2704.641,370699.4,-117609.9,99601.11,55.11232,-291.6844,-236.5721
10466670,-2044.824,366725.9,-116145.4,-3352.632,53.37861,9.713028,63.09164
10500000,-3029.97,362956.4,-116275.8,454241.7,53.96465,-1302.473,-1248.508
10533330,-2838.901,358974.2,-91242.81,217362.3,33.3189,-616.417,-583.0981
10566670,-2331.04,356873.5,-89485.01,-378069.1,32.06135,1065.891,1097.952
10600000,-2142.144,353008.6,-126529.3,-606307.6,63.30469,1690.851,1754.156
10633330,-2057.396,348438.3,-130142.7,330354,66.9064,-909.353,-842.4466
10666670,-2215.715,344332.4,-103775.6,314169.6,42.54905,-854.6122,-812.0631
10700000,-2163.563,341519.9,-102115.6,-89004.4,41.37697,240.1345,281.5115
10733330,-2675.616,337524.7,-117838,40171.72,54.85593,-107.1157,-52.25974
10766670,-2252.346,333664,-98762.96,272321.5,39.50896,-717.8248,-678.3158
10800000,-3725.797,330940.5,-93424.35,-8920.396,35.07703,23.32175,58.39877
10833330,-3074.672,327435.7,-105142.3,-689724.2,45.17403,1784.139,1829.313
10866670,-2423.547,323931,-133658.3,-397885.6,70.56916,1018.211,1088.78
10900000,-3143.898,318525.2,-142610.3,555519.2,80.7028,-1397.88,-1317.177
10933330,-3067.843,314423.6,-91470.98,6146.492,33.06251,-15.26756,17.79495
10966670,-3265.275,312427.1,-126464.1,-1143128,63.40236,2821.439,2884.841
11000000,-2559.826,305992.7,-191437.6,-47715.14,145.3627,115.3438,260.7065
11033330,-2442.484,299664.6,-128450,1426884,65.25816,-3377.935,-3312.677
11066670,-2869.944,297429.4,-77506.34,663781.3,23.94224,-1559.681,-1535.739
