t,x,y,vy,ay,K,Pot,Mec
3407,0.2594,966,-15.8,-287,0.0009862,2.187,2.188
3440,0.2774,965,-38.65,365,0.005905,-2.782,-2.776
3474,0.199,964,-1.562,14.71,0.0003166,-0.112,-0.1117
3507,0.8651,965,-12.21,-19.67,0.0006453,0.15,0.1507
3540,0.451,963,-33.62,12.07,0.004992,-0.09181,-0.08681
3574,0.09481,963,8.699,410,0.0003531,-3.121,-3.121
3607,0.2041,963,-8.738,-346,0.0003166,2.631,2.632
3641,0.2247,963,-21.14,-361,0.001802,2.746,2.747
3674,0.000942,962,-26.33,-317,0.002739,2.406,2.409
3707,0.2633,961,-45.67,-151,0.008243,1.144,1.153
3741,-0.04921,959,-38.73,210,0.006002,-1.593,-1.587
3774,-0.03121,958,-26.33,257,0.002739,-1.946,-1.943
3808,-0.01063,957,-24.61,-240,0.002399,1.813,1.815
3841,-0.1122,957,-38.58,-180,0.005905,1.362,1.368
3874,0.163,955,-43.84,-468,0.007622,3.53,3.538
3908,0.06909,954,-59.79,-452,0.01418,3.403,3.417
3941,-0.1006,951,-84.25,-273,0.02805,2.049,2.077
3975,0.1925,948,-73.87,662,0.02167,-4.958,-4.936
4008,-0.4607,946,-42.28,242,0.007208,-1.808,-1.801
4041,-0.2138,945,-47.31,-69.93,0.008924,0.5222,0.5311
4075,-0.1572,943,-61.32,437,0.01502,-3.251,-3.236
4108,0.2273,941,-13.89,631,0.000974,-4.688,-4.687
4142,0.3314,942,-8.776,-290,0.0003044,2.156,2.156
4175,0.2401,941,-44,-436,0.007719,3.239,3.247
4208,0.04466,939,-38.62,183,0.005893,-1.354,-1.348
4242,0.2967,938,-26.25,106,0.002788,-0.7853,-0.7825
4275,0.3173,937,-33.35,-224,0.004395,1.661,1.665
4309,0.3456,936,-41.97,-209,0.007208,1.542,1.55
4342,0.8471,934,-47.2,134,0.00918,-0.992,-0.9828
4375,1,933,-35.07,205,0.004882,-1.51,-1.505
4409,1.016,932,-28.24,28.11,0.003312,-0.2069,-0.2036
4442,0.5732,931,-37.01,-135,0.005564,0.9956,1.001
4476,0.6015,929,-36.94,48.44,0.005418,-0.3557,-0.3503
4509,0.3931,928,-33.35,-13.72,0.004395,0.1006,0.105
4542,0.6503,927,-36.78,-345,0.005418,2.53,2.535
4576,0.6812,926,-56.17,116,0.01247,-0.8512,-0.8388
4609,0.7326,923,-37.01,222,0.005564,-1.622,-1.617
4643,0.2671,923,-26.6,288,0.003336,-2.097,-2.094
4676,-0.04792,922,-31.63,-384,0.003957,2.798,2.802
4709,0.1964,921,-40.14,-133,0.006879,0.971,0.9778
4743,0.7133,919,-52.54,85.31,0.01107,-0.6194,-0.6083
4776,0.6246,918,-28.24,477,0.003312,-3.457,-3.453
4810,0.2864,917,-19.5,49.43,0.001778,-0.3582,-0.3564
4843,0.06781,916,-26.21,-161,0.002849,1.167,1.17
4876,0.676,915,-31.4,-89.28,0.004249,0.6456,0.6498
4910,0.6992,914,-31.52,-153,0.003993,1.106,1.11
4943,0.9564,913,-40.29,-78.53,0.006489,0.5666,0.5731
4977,0.9924,912,-40.52,-107,0.006636,0.768,0.7746
5010,0.5474,911,-42.2,-90.27,0.007062,0.6493,0.6564
5043,0.8201,909,-50.94,-136,0.01025,0.9793,0.9895
5077,0.505,907,-49.38,60.18,0.009984,-0.4313,-0.4213
5110,0.19,906,-47.43,140,0.008888,-0.9994,-0.9905
5144,0.4574,904,-40.25,-166,0.00655,1.189,1.196
5177,0.6002,903,-54.53,43.48,0.01181,-0.3101,-0.2983
5210,0.1861,900,-47.47,258,0.008924,-1.838,-1.829
5244,0.4356,900,-26.17,348,0.002934,-2.473,-2.471
5277,0.6928,899,-29.8,41.5,0.003531,-0.2946,-0.2911
5311,0.5963,898,-22.93,-196,0.002167,1.389,1.392
5344,0.3751,897,-38.62,-481,0.005893,3.412,3.418
5377,0.6529,895,-61.47,-373,0.01493,2.639,2.654
5411,0.3481,893,-61.36,224,0.01496,-1.578,-1.563
5444,0.9769,891,-47.39,254,0.008876,-1.786,-1.777
5478,0.4176,890,-40.6,405,0.006879,-2.846,-2.839
5511,0.334,888,-26.33,-253,0.002739,1.776,1.779
5544,0.4561,888,-45.67,-303,0.008243,2.127,2.136
5578,0.2838,885,-63.38,-268,0.01608,1.873,1.889
5611,-0.03635,884,-50.79,168,0.01035,-1.176,-1.166
5645,0.7095,882,-57.77,-197,0.01345,1.372,1.385
5678,0.5166,880,-61.55,-229,0.01502,1.594,1.609
5711,0.4484,878,-73.76,-302,0.02149,2.093,2.115
5745,0.5076,875,-82.65,-134,0.02709,0.9269,0.954
5778,0.1012,872,-82.53,318,0.02691,-2.189,-2.162
5812,0.5114,870,-63.11,363,0.01583,-2.494,-2.478
5845,0.4279,868,-52.66,387,0.01096,-2.655,-2.644
5878,0.5886,866,-44,255,0.007719,-1.743,-1.735
5912,0.1411,865,-29.99,287,0.003713,-1.958,-1.954
5945,0.1643,864,-28.08,-87.62,0.003117,0.5981,0.6013
5979,0.1823,863,-33.35,-285,0.004395,1.94,1.945
6012,0.2131,862,-49.07,-209,0.009594,1.425,1.435
6045,0.4883,860,-49.03,-333,0.009655,2.26,2.27
6079,0.6362,859,-64.98,-227,0.01668,1.537,1.554
6112,0.4664,856,-73.72,-31.41,0.02148,0.2123,0.2338
6146,0.7442,854,-59.72,27.78,0.01409,-0.1873,-0.1732
6179,0.4369,852,-72.2,-435,0.0209,2.927,2.948
6212,0.1475,849,-91.23,-267,0.03293,1.787,1.82
6246,0.6876,846,-91.12,509,0.03312,-3.399,-3.366
6279,0.7493,843,-58.12,880,0.01356,-5.859,-5.846
6313,0.1874,842,-26.71,259,0.003957,-1.723,-1.719
6346,-0.3823,841,-40.37,-7.109,0.006441,0.04723,0.05367
6379,0.2465,839,-36.59,-196,0.005966,1.299,1.305
6413,0.4909,839,-40.45,-288,0.006489,1.911,1.918
6446,0.07167,836,-66.7,-451,0.01758,2.978,2.995
6480,0.5886,834,-66.58,92.58,0.01769,-0.6101,-0.5924
6513,0.5204,832,-61.39,435,0.01493,-2.861,-2.846
6546,0.7956,830,-38.5,236,0.006002,-1.55,-1.544
6580,0.9281,829,-38.85,-94.24,0.006331,0.6174,0.6237
6613,0.1501,827,-52.93,-480,0.01155,3.141,3.152
6647,0.1861,826,-64.98,-99.69,0.01668,0.6504,0.6671
6680,0.1282,823,-66.66,31.08,0.01759,-0.2021,-0.1845
6713,0.4009,821,-56.09,239,0.01252,-1.553,-1.541
6747,0.4446,819,-54.49,-167,0.01175,1.084,1.096
6780,0.2465,818,-63.27,241,0.01583,-1.559,-1.543
6814,0.3031,815,-47.39,287,0.008876,-1.849,-1.84
6847,0.316,815,-31.59,120,0.003945,-0.7745,-0.7706
6880,0.3494,813,-47.39,-440,0.008876,2.824,2.832
6914,0.3854,811,-58.12,-257,0.01356,1.646,1.659
6947,-0.1508,809,-66.85,-325,0.01778,2.078,2.096
6981,0.01509,807,-76.96,-270,0.02417,1.72,1.744
7014,0.7815,804,-87.76,-34.06,0.03044,0.2163,0.2468
7047,0.1437,801,-79.18,224,0.02496,-1.418,-1.393
7081,0.3121,799,-70.17,4.96,0.01949,-0.0313,-0.0118
7114,0.3636,796,-78.91,-133,0.0247,0.8394,0.8641
7148,0.6619,793,-82.3,284,0.0272,-1.777,-1.75
7181,1.07,791,-59.72,293,0.01409,-1.828,-1.814
7214,0.6323,790,-56.59,-150,0.01394,0.9363,0.9502
7248,-0.1354,787,-75.55,173,0.02256,-1.078,-1.056
7281,0.5089,784,-48.88,155,0.01014,-0.959,-0.9489
7315,0.7558,784,-50.79,-261,0.01035,1.615,1.625
7348,0.9345,781,-80.78,-211,0.02578,1.302,1.328
7381,0.757,779,-61.39,436,0.01493,-2.681,-2.666
7415,1.142,777,-47.35,285,0.008888,-1.749,-1.74
7448,0.9435,775,-45.75,267,0.00834,-1.636,-1.628
7482,0.8573,774,-29.99,105,0.003713,-0.6399,-0.6362
7515,0.5192,773,-33.54,-465,0.0047,2.839,2.844
7548,0.3211,772,-64.98,-614,0.01668,3.742,3.759
7582,0.4973,769,-77.19,-152,0.02358,0.9241,0.9476
7615,0.5513,767,-72.12,-15.71,0.02066,0.09511,0.1158
7649,0.1347,764,-77.31,33.4,0.02362,-0.2016,-0.178
7682,0.4304,761,-73.57,122,0.02167,-0.7319,-0.7103
7715,0.7108,759,-64.94,160,0.01667,-0.957,-0.9403
7749,0.5256,757,-65.21,76.22,0.01726,-0.4558,-0.4386
7782,-0.0132,755,-59.68,-116,0.01407,0.6942,0.7083
7816,0.613,753,-70.06,-599,0.01968,3.565,3.584
7849,0.5577,750,-102,-215,0.04097,1.274,1.315
7882,0.8792,746,-91.31,359,0.03293,-2.115,-2.082
7916,0.5744,744,-66.89,328,0.01789,-1.928,-1.911
7949,0.3919,742,-73.91,-271,0.02178,1.589,1.611
7983,0.09738,739,-84.48,-416,0.02849,2.429,2.458
8016,-0.1868,736,-102,-145,0.04107,0.8462,0.8873
8049,0.5976,732,-98.06,242,0.03862,-1.401,-1.362
8083,0.6593,730,-80.66,956,0.02581,-5.512,-5.487
8116,0.9499,727,-40.49,522,0.00655,-3,-2.994
8150,0.3674,727,-31.9,-212,0.004724,1.217,1.222
8183,0.06009,725,-66.85,-716,0.01778,4.098,4.116
8216,-0.002916,723,-77.11,-238,0.02368,1.361,1.384
8250,0.5243,720,-82.42,103,0.02694,-0.5839,-0.5569
8283,0.352,717,-72.12,195,0.02066,-1.104,-1.083
8317,0.1617,715,-64.91,16.04,0.01668,-0.09059,-0.07391
8350,0.5642,713,-73.72,-178,0.02148,1.002,1.023
8383,0.2697,710,-77.15,-3.307,0.02362,0.01855,0.04217
8417,0.9114,708,-73.76,-64.48,0.02149,0.3604,0.3819
8450,0.2607,705,-79.37,-135,0.02587,0.7544,0.7802
8484,-0.1431,702,-86.01,-191,0.02923,1.059,1.089
8517,0.3867,699,-89.48,46.79,0.03168,-0.2585,-0.2269
8550,0.1051,696,-86.05,374,0.02925,-2.056,-2.027
8584,0.3957,694,-63.19,270,0.01578,-1.481,-1.465
8617,0.1977,692,-63.34,-1.323,0.01597,0.007232,0.02321
8651,0.02023,690,-70.29,-391,0.01953,2.127,2.147
8684,0.06652,687,-82.57,-105,0.02694,0.5683,0.5953
8717,-0.09293,684,-86.08,-374,0.02928,2.022,2.051
8751,-0.04149,682,-96.46,198,0.03688,-1.068,-1.031
8784,0.2826,678,-87.65,210,0.03055,-1.126,-1.095
8818,0.4381,676,-66.66,508,0.01759,-2.712,-2.694
8851,0.4973,673,-65.06,163,0.01678,-0.8678,-0.851
8884,0.1823,671,-49.3,-60.84,0.00974,0.3227,0.3325
8918,0.1012,670,-68.57,-165,0.01863,0.874,0.8926
8951,-0.0685,667,-68.61,-466,0.01871,2.457,2.476
8985,-0.2665,665,-86.12,-163,0.02934,0.8541,0.8835
9018,-0.2935,661,-96.5,134,0.03684,-0.6986,-0.6618
9051,-0.008059,659,-65.1,438,0.01686,-2.281,-2.264
9085,-0.6664,657,-68.45,-73.9,0.01852,0.3835,0.402
9118,0.09224,654,-73.57,-266,0.02167,1.372,1.394
9152,-0.09036,652,-82.34,-111,0.02709,0.5696,0.5967
9185,0.6812,649,-86.01,-315,0.02923,1.613,1.642
9218,0.03566,646,-96.54,71.92,0.03683,-0.3671,-0.3303
9252,0.8226,642,-91.23,209,0.03293,-1.06,-1.028
9285,0.2864,640,-72.27,373,0.02125,-1.889,-1.867
9319,-0.008059,638,-72.04,48.44,0.02052,-0.244,-0.2235
9352,0.1578,635,-66.74,-60.51,0.01759,0.3037,0.3213
9385,-0.02735,633,-75.63,-105,0.02271,0.5234,0.5461
9419,-0.1997,630,-77.23,-31.41,0.02357,0.1564,0.18
9452,0.08581,628,-73.87,91.59,0.02167,-0.4544,-0.4327
9486,-0.5597,625,-73.8,-26.78,0.02153,0.1323,0.1538
9519,-0.04021,623,-73.49,-271,0.02192,1.333,1.355
9552,0.2504,620,-91.39,-214,0.03303,1.05,1.083
9586,-0.2575,617,-93.14,46.13,0.03431,-0.2248,-0.1905
9619,0.03566,614,-82.42,228,0.02694,-1.108,-1.081
9653,0.09738,611,-80.74,-933,0.02576,4.506,4.531
9686,0.154,609,-135,-438,0.07224,2.108,2.18
9719,0.5294,602,-135,617,0.07224,-2.936,-2.863
9753,0.118,600,-70.25,1084,0.01949,-5.138,-5.118
9786,0.5153,598,-68.34,-196,0.01863,0.9251,0.9438
9820,0.5693,595,-84.37,-244,0.02816,1.149,1.177
9853,0.2877,592,-87.92,62.16,0.03063,-0.2908,-0.2602
9886,0.2298,589,-77.19,-54.56,0.02358,0.254,0.2776
9920,0.5179,587,-89.29,13.72,0.03211,-0.06363,-0.03152
9953,1.063,583,-84.25,267,0.02805,-1.23,-1.202
9987,0.6413,581,-63.34,449,0.01597,-2.064,-2.048
10020,0.6876,579,-57.96,-136,0.01327,0.6211,0.6344
10053,0.6092,577,-68.65,-495,0.01882,2.261,2.279
10087,0.2028,575,-94.82,-604,0.03552,2.743,2.778
10120,0.631,571,-109,-267,0.04711,1.203,1.25
10154,-0.2228,567,-112,58.2,0.04987,-0.2609,-0.211
10187,0.7956,564,-105,-54.89,0.04383,0.2444,0.2883
10220,-0.0685,560,-112,-156,0.04987,0.6924,0.7423
10254,0.9602,556,-121,196,0.05798,-0.8608,-0.8029
10287,-0.008059,552,-98.6,665,0.03896,-2.9,-2.861
10321,0.1681,550,-73.41,62.82,0.02226,-0.2728,-0.2505
10354,1.036,547,-91.31,-6.282,0.03293,0.02717,0.0601
10387,0.1848,544,-86.35,161,0.03022,-0.6922,-0.6619
10421,0.109,542,-66.85,-171,0.01778,0.7301,0.7479
10454,-0.1855,539,-102,-628,0.04126,2.673,2.714
10488,0.8432,535,-116,-32.74,0.05381,0.1383,0.1921
10521,0.9204,531,-98.41,414,0.03829,-1.736,-1.698
10554,0.6362,528,-87.95,117,0.03074,-0.4872,-0.4564
10588,0.4639,526,-89.83,-15.04,0.03245,0.06246,0.09491
10621,-0.1688,522,-91.54,-205,0.03352,0.8459,0.8795
10655,-0.2215,519,-99.93,-226,0.03967,0.9274,0.967
10688,0.3288,516,-111,48.11,0.04863,-0.196,-0.1474
10721,-0.6446,512,-96.5,105,0.03684,-0.4247,-0.3878
10755,0.5873,509,-98.14,203,0.03838,-0.8181,-0.7797
10788,-0.03249,505,-91.97,148,0.03687,-0.5902,-0.5534
10822,-1.385,503,-79.1,88.78,0.02476,-0.3529,-0.3281
10855,-0.2678,500,-90.77,-624,0.03498,2.467,2.502
10888,0.2697,497,-117,-413,0.05509,1.621,1.676
10922,0.6066,492,-126,-63.49,0.06317,0.2469,0.3101
10955,0.6889,489,-114,11.74,0.05144,-0.04531,0.006128
10989,0.7738,485,-126,-298,0.06323,1.141,1.204
11022,0.523,480,-137,327,0.07418,-1.239,-1.165
11055,1.325,476,-107,709,0.04561,-2.666,-2.62
11089,0.09481,473,-80.82,90.93,0.02581,-0.3398,-0.314
11122,1.21,470,-103,-167,0.04282,0.6222,0.665
11156,0.9486,466,-100,307,0.04103,-1.131,-1.09
11189,0.06909,464,-74.11,402,0.02269,-1.471,-1.449
11222,-0.1135,461,-75.17,262,0.02329,-0.9536,-0.9303
11256,1.116,459,-61.24,-1524,0.01522,5.52,5.535
11289,0.5616,457,-155,-1120,0.09472,4.045,4.139
11322,0.64,448,-183,690,0.1318,-2.445,-2.313
11356,0.478,445,-72.31,1252,0.02145,-4.4,-4.379
11389,-0.3077,443,-96.58,-913,0.03684,3.2,3.237
11423,0.5024,439,-151,-601,0.09024,2.083,2.173
11456,0.3816,433,-134,567,0.07052,-1.941,-1.871
11489,0.2298,430,-107,678,0.04541,-2.301,-2.256
11523,0.1874,426,-91.35,90.93,0.03297,-0.3062,-0.2732
11556,0.1295,424,-96.62,-194,0.03688,0.65,0.6869
11590,0.09481,420,-111,377,0.04832,-1.252,-1.203
11623,0.2916,416,-73.68,-0.3307,0.02149,0.001087,0.02258
11656,0.3198,415,-93.07,-497,0.03421,1.63,1.665
11690,0.3108,410,-130,-784,0.06668,2.539,2.606
11723,0.3931,406,-130,1149,0.06678,-3.687,-3.621
11757,0.1501,401,-71.73,438,0.0209,-1.389,-1.369
11790,1.201,401,-66.47,-605,0.01802,1.919,1.937
11823,0.9499,397,-142,-1137,0.08019,3.564,3.644
11857,0.8239,392,-135,108,0.07263,-0.3343,-0.2616
11890,0.4459,388,-130,454,0.06672,-1.391,-1.324
11924,0.7802,383,-112,151,0.04988,-0.4585,-0.4087
11957,0.7275,380,-109,-33.4,0.04685,0.1003,0.1472
11990,0.7056,376,-125,133,0.06157,-0.3963,-0.3348
12024,0.442,372,-98.52,271,0.03862,-0.7959,-0.7573
12057,0.1475,369,-98.45,397,0.03838,-1.159,-1.121
12091,0.118,365,-85.85,170,0.02943,-0.4912,-0.4617
12124,0.7416,364,-71.73,-384,0.0209,1.104,1.124
12157,0.9255,361,-118,-562,0.05587,1.601,1.657
12191,-0.2562,356,-118,198,0.05543,-0.5573,-0.5018
12224,0.1617,353,-92.99,650,0.03421,-1.811,-1.777
12258,-0.002916,350,-80.97,-299,0.0262,0.8257,0.8519
12291,-0.4221,347,-103,-70.26,0.04249,0.1928,0.2353
12324,0.4999,343,-103,-348,0.04298,0.9432,0.9862
12358,0.5487,341,-105,-160,0.04403,0.4296,0.4737
12391,0.1861,336,-132,-463,0.06947,1.229,1.299
12425,-0.3115,332,-126,-326,0.06312,0.8536,0.9167
12458,0.3713,327,-154,-511,0.09448,1.321,1.415
12491,0.3829,321,-167,556,0.1099,-1.412,-1.302
12525,0.3816,316,-117,827,0.05476,-2.066,-2.011
12558,0.9062,314,-98.29,-32.07,0.03818,0.07946,0.1176
12592,0.5256,310,-130,22.15,0.06687,-0.05419,0.01268
12625,0.6285,305,-102,480,0.04218,-1.157,-1.114
12658,-0.4954,303,-82.92,-130,0.02837,0.3121,0.3404
12692,-0.5378,299,-119,-596,0.05635,1.409,1.466
12725,-0.0865,295,-126,571,0.06312,-1.33,-1.267
12759,-0.3527,291,-80.82,808,0.02581,-1.857,-1.831
12792,-0.2022,289,-61.63,137,0.01522,-0.3134,-0.2982
12825,-0.8477,287,-80.86,-1080,0.02587,2.448,2.474
12859,-0.435,284,-126,-1860,0.06331,4.173,4.237
12892,-0.1945,278,-210,-214,0.1756,0.4714,0.647
12926,0.4587,270,-160,1818,0.1008,-3.878,-3.777
12959,0.03952,268,-58.04,974,0.01337,-2.06,-2.047
12992,0.1925,266,-98.45,-2164,0.03838,4.552,4.59
13026,-0.2845,261,-209,-889,0.1725,1.834,2.007
13059,0.1475,252,-181,922,0.1292,-1.838,-1.709
13093,-0.2537,249,-111,1430,0.04834,-2.814,-2.766
13126,0.4266,245,-107,495,0.04541,-0.9586,-0.9132
13159,0.2543,242,-70.36,507,0.01968,-0.9694,-0.9497
13193,0.06138,240,-70.36,-207,0.01968,0.3934,0.4131
13226,-0.1109,237,-89.48,-917,0.03168,1.719,1.751
13260,0.3096,234,-126,-843,0.06312,1.559,1.622
13293,0.07424,229,-155,-542,0.09433,0.9796,1.074
13326,0.3018,224,-156,614,0.09649,-1.085,-0.9889
13360,0.5372,219,-121,527,0.05856,-0.9097,-0.8511
13393,-0.3398,216,-105,332,0.04388,-0.5666,-0.5227
13427,0.4574,212,-114,-104,0.05149,0.1738,0.2253
13460,0.06138,208,-104,-112,0.04269,0.1847,0.2274
13493,0.02409,205,-123,-179,0.06026,0.2891,0.3494
13527,-0.5777,200,-121,-136,0.05827,0.2155,0.2738
13560,-0.3835,197,-123,-145,0.05996,0.2259,0.2858
13594,-0.9828,192,-139,-191,0.076,0.2889,0.3649
13627,-0.2974,187,-133,392,0.0711,-0.5807,-0.5096
13660,0.1488,183,-114,69.27,0.05144,-0.1001,-0.04868
13694,-0.1302,180,-121,-410,0.05816,0.5822,0.6403
13727,-0.1418,175,-149,-521,0.08827,0.7196,0.8079
13761,-0.4967,170,-154,-507,0.0944,0.6791,0.7735
13794,0.4356,165,-179,443,0.1275,-0.5765,-0.449
13827,0.7018,158,-141,1256,0.07968,-1.565,-1.486
13861,-0.7629,155,-74.14,937,0.02295,-1.149,-1.126
13894,-0.4774,153,-84.17,-1072,0.0281,1.294,1.322
13928,-0.4054,150,-144,-756,0.08217,0.8931,0.9753
13961,0.3186,143,-151,-304,0.09006,0.3439,0.434
13994,-0.3012,140,-142,1006,0.08019,-1.108,-1.028
14028,-0.05821,134,-107,108,0.04532,-0.1144,-0.06912
14061,-0.2614,132,-104,-555,0.04243,0.5807,0.6231
14095,-0.1405,127,-170,-1186,0.1146,1.189,1.303
14128,0.2221,121,-175,1050,0.1219,-1.003,-0.8815
14161,0.4677,115,-109,-486,0.047,0.4422,0.4892
14195,-0.0865,114,-171,-709,0.1152,0.6375,0.7527
14228,-0.1019,104,-214,331,0.1817,-0.271,-0.08939
14262,-0.4748,99.46,-109,2324,0.04981,-1.826,-1.776
14295,1.656,96.52,-68.3,443,0.01871,-0.3381,-0.3194
14328,0.09353,94.91,-73.39,-995,0.02325,0.7463,0.7695
14362,0.1655,91.63,-139,-744,0.07618,0.5388,0.6149
14395,-0.1714,85.65,-137,93.58,0.07427,-0.06332,0.01095
14429,-0.1019,82.49,-112,-722,0.04998,0.4708,0.5208
14462,0.3443,78.17,-188,-982,0.1395,0.6066,0.7461
14495,-0.1778,69.96,-199,1098,0.1562,-0.6067,-0.4504
14529,-0.3012,64.93,-100,2098,0.03961,-1.076,-1.036
14562,-0.2652,63.29,-50.79,-1065,0.01035,0.5326,0.5429
14596,0.1244,61.54,-163,-1339,0.1055,0.651,0.7565
14629,0.442,52.42,-184,493,0.1343,-0.2042,-0.06994
14662,0.6285,49.26,-89.56,1755,0.03168,-0.6831,-0.6514
14696,0.4561,46.45,-79.26,-1129,0.02525,0.4144,0.4396
14729,-0.07493,43.98,-153,-795,0.09235,0.2763,0.3687
14763,0.2118,36.26,-165,362,0.1076,-0.1037,0.00389
14796,0.04981,32.97,-98.45,990,0.03838,-0.258,-0.2196
14829,-0.1122,29.69,-107,-1157,0.04561,0.2713,0.317
14863,-0.3784,25.82,-170,-1337,0.1146,0.2728,0.3874
14896,-0.09679,18.34,-212,,0.1783,,
14930,-0.06721,11.66,,,,,
